2026-01-07 19:54:05,900 - LiveService - INFO - Process started for monitor 0
2026-01-07 19:54:05,942 - LiveService - INFO - Capturing Monitor 1: {'left': 0, 'top': 0, 'width': 1920, 'height': 1080}
2026-01-07 19:54:06,591 - LiveService - INFO - Translation Service Initialized
2026-01-07 19:54:07,705 - pytesseract - DEBUG - ['C:\\Program Files\\Tesseract-OCR\\tesseract.exe', 'C:\\Users\\Jazzry\\AppData\\Local\\Temp\\tess_pemgdodh_input.PNG', 'C:\\Users\\Jazzry\\AppData\\Local\\Temp\\tess_pemgdodh', '-l', 'eng', '--psm', '6', 'txt']
2026-01-07 19:54:04,842 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543824 bytes
2026-01-07 19:54:04,933 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:05,025 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543728 bytes
2026-01-07 19:54:05,118 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:05,207 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543796 bytes
2026-01-07 19:54:05,295 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:05,389 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543872 bytes
2026-01-07 19:54:05,477 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:05,582 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543784 bytes
2026-01-07 19:54:05,674 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:05,783 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543748 bytes
2026-01-07 19:54:05,869 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:05,961 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 543788 bytes
2026-01-07 19:54:06,048 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:06,152 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 545252 bytes
2026-01-07 19:54:06,243 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:06,340 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 545260 bytes
2026-01-07 19:54:06,431 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:06,518 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 545016 bytes
2026-01-07 19:54:06,610 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:06,710 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547468 bytes
2026-01-07 19:54:06,801 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:06,891 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547512 bytes
2026-01-07 19:54:06,983 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:07,082 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547908 bytes
2026-01-07 19:54:07,177 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:07,280 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 548008 bytes
2026-01-07 19:54:07,371 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:07,465 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547984 bytes
2026-01-07 19:54:07,560 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:07,662 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547936 bytes
2026-01-07 19:54:07,757 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:07,857 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547948 bytes
2026-01-07 19:54:07,945 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:08,037 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547888 bytes
2026-01-07 19:54:08,130 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:08,222 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547884 bytes
2026-01-07 19:54:08,314 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:08,402 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547852 bytes
2026-01-07 19:54:08,493 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:08,590 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547992 bytes
2026-01-07 19:54:08,683 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:08,773 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547900 bytes
2026-01-07 19:54:08,863 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:08,956 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547968 bytes
2026-01-07 19:54:09,048 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:09,140 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547908 bytes
2026-01-07 19:54:09,233 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:09,322 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 548052 bytes
2026-01-07 19:54:09,415 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:09,511 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547976 bytes
2026-01-07 19:54:09,602 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:09,690 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547960 bytes
2026-01-07 19:54:09,780 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:09,875 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547912 bytes
2026-01-07 19:54:09,967 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:10,058 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547896 bytes
2026-01-07 19:54:10,146 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:10,237 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547920 bytes
2026-01-07 19:54:10,330 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:10,426 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547860 bytes
2026-01-07 19:54:10,518 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:10,609 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547948 bytes
2026-01-07 19:54:10,701 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:10,790 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547860 bytes
2026-01-07 19:54:10,879 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:10,974 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547908 bytes
2026-01-07 19:54:11,066 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:11,160 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547952 bytes
2026-01-07 19:54:11,251 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:11,340 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547996 bytes
2026-01-07 19:54:11,429 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:11,524 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547940 bytes
2026-01-07 19:54:11,620 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:11,703 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547872 bytes
2026-01-07 19:54:11,795 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:11,891 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547896 bytes
2026-01-07 19:54:11,984 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:12,076 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547788 bytes
2026-01-07 19:54:12,168 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:12,253 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547812 bytes
2026-01-07 19:54:12,347 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:12,442 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547792 bytes
2026-01-07 19:54:12,535 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:12,625 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547816 bytes
2026-01-07 19:54:12,718 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:12,805 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547852 bytes
2026-01-07 19:54:12,898 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:12,992 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547972 bytes
2026-01-07 19:54:13,085 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:13,162 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547904 bytes
2026-01-07 19:54:13,255 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:13,344 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547912 bytes
2026-01-07 19:54:13,439 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:13,539 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547928 bytes
2026-01-07 19:54:13,634 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:13,727 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547828 bytes
2026-01-07 19:54:13,819 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:13,909 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547892 bytes
2026-01-07 19:54:14,001 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:14,087 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547816 bytes
2026-01-07 19:54:14,184 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:14,277 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547864 bytes
2026-01-07 19:54:14,364 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:14,460 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547824 bytes
2026-01-07 19:54:14,556 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:14,662 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547896 bytes
2026-01-07 19:54:14,756 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:14,858 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 547908 bytes
2026-01-07 19:54:14,947 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:15,045 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 593012 bytes
2026-01-07 19:54:15,144 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:15,248 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 593200 bytes
2026-01-07 19:54:15,344 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:15,443 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 606060 bytes
2026-01-07 19:54:15,539 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:15,645 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 606124 bytes
2026-01-07 19:54:15,742 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:15,843 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608344 bytes
2026-01-07 19:54:15,940 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:16,047 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608376 bytes
2026-01-07 19:54:16,146 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:16,251 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608552 bytes
2026-01-07 19:54:16,349 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:16,443 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608576 bytes
2026-01-07 19:54:16,544 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:16,647 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608536 bytes
2026-01-07 19:54:16,744 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:16,851 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608548 bytes
2026-01-07 19:54:16,953 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:17,049 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608684 bytes
2026-01-07 19:54:17,147 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:17,249 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608648 bytes
2026-01-07 19:54:17,344 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:17,442 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 608768 bytes
2026-01-07 19:54:17,540 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:17,649 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 558720 bytes
2026-01-07 19:54:17,746 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:17,840 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 536644 bytes
2026-01-07 19:54:17,931 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:18,031 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 513868 bytes
2026-01-07 19:54:18,124 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:18,233 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 516884 bytes
2026-01-07 19:54:18,325 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:18,429 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 516492 bytes
2026-01-07 19:54:18,523 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:18,618 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 517556 bytes
2026-01-07 19:54:18,710 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:18,801 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 509268 bytes
2026-01-07 19:54:18,884 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:18,990 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 515460 bytes
2026-01-07 19:54:19,078 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:19,175 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 511872 bytes
2026-01-07 19:54:19,263 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:19,362 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 521568 bytes
2026-01-07 19:54:19,446 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:19,544 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 519972 bytes
2026-01-07 19:54:19,636 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:19,728 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 520004 bytes
2026-01-07 19:54:19,817 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:19,930 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 520516 bytes
2026-01-07 19:54:20,021 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:20,115 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501756 bytes
2026-01-07 19:54:20,200 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:20,289 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502988 bytes
2026-01-07 19:54:20,377 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:20,493 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502168 bytes
2026-01-07 19:54:20,581 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:20,678 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502136 bytes
2026-01-07 19:54:20,763 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:20,861 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502000 bytes
2026-01-07 19:54:20,951 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:21,048 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501932 bytes
2026-01-07 19:54:21,139 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:21,248 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501880 bytes
2026-01-07 19:54:21,338 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:21,444 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502004 bytes
2026-01-07 19:54:21,537 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:21,636 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501900 bytes
2026-01-07 19:54:21,726 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:21,828 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501884 bytes
2026-01-07 19:54:21,919 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:22,004 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501848 bytes
2026-01-07 19:54:22,092 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:22,184 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501944 bytes
2026-01-07 19:54:22,273 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:22,374 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501880 bytes
2026-01-07 19:54:22,457 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:22,554 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501932 bytes
2026-01-07 19:54:22,642 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:22,738 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501920 bytes
2026-01-07 19:54:22,826 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:22,919 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501892 bytes
2026-01-07 19:54:23,008 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:23,107 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501976 bytes
2026-01-07 19:54:23,194 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:23,286 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502044 bytes
2026-01-07 19:54:23,371 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:23,456 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502008 bytes
2026-01-07 19:54:23,541 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:23,638 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 502000 bytes
2026-01-07 19:54:23,727 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:23,821 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501864 bytes
2026-01-07 19:54:23,911 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:24,000 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501852 bytes
2026-01-07 19:54:24,089 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:24,190 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501792 bytes
2026-01-07 19:54:24,281 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:24,385 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501908 bytes
2026-01-07 19:54:24,476 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:24,570 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501852 bytes
2026-01-07 19:54:24,657 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:24,758 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501864 bytes
2026-01-07 19:54:24,845 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:24,928 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501860 bytes
2026-01-07 19:54:25,018 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:25,105 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501888 bytes
2026-01-07 19:54:25,193 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:25,292 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501968 bytes
2026-01-07 19:54:25,378 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:25,470 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501992 bytes
2026-01-07 19:54:25,559 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:25,656 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501984 bytes
2026-01-07 19:54:25,744 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:25,841 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501848 bytes
2026-01-07 19:54:25,929 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:26,022 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501936 bytes
2026-01-07 19:54:26,110 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:26,209 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501844 bytes
2026-01-07 19:54:26,295 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:26,387 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501896 bytes
2026-01-07 19:54:26,474 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:26,573 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501780 bytes
2026-01-07 19:54:26,660 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:26,752 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501888 bytes
2026-01-07 19:54:26,837 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:26,921 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501928 bytes
2026-01-07 19:54:27,012 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:27,109 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501912 bytes
2026-01-07 19:54:27,196 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
2026-01-07 19:54:27,291 - WebViewCaptureManager - DEBUG - GPU preview generated: Size(width=1920, height=1080) -> JPEG 501996 bytes
2026-01-07 19:54:27,375 - UI - DEBUG - get_monitor_preview_optimized called for monitor 0
